,ID,Name,Age,Nationality,Club,Value,Wage,Preferred Foot,Joined,
12936,235483,O. Framelin,21,Cameroon,CD Nacional,€375K,€1K,Right,"Jul 1, 2016",
12937,236507,T. Conechny,20,Argentina,Portland Timbers,€825K,€3K,Left,,
12938,208348,K. Osyra,25,Poland,Miedź Legnica,€425K,€1K,Right,"Jul 24, 2017",
12939,240092,F. Cernuto,26,Italy,Venezia FC,€375K,€1K,Right,"Jul 28, 2014",
12940,241628,N. Pierini,19,Italy,Spezia,€800K,€5K,Right,,
12941,245212,R. Uldrikis,20,Latvia,FC Sion,€825K,€5K,Right,"Jul 14, 2018",
12942,228573,P. Wilson,21,Sweden,GIF Sundsvall,€600K,€1K,Right,"Jan 1, 2015",
12943,232413,A. Dijksteel,21,Netherlands,Charlton Athletic,€550K,€2K,Right,"Jan 26, 2016",
12944,234717,S. Pérez,27,Chile,CD Palestino,€290K,€1K,Right,"Jan 1, 2018",
12945,208350,S. Larsen,30,Norway,IK Start,€270K,€1K,Right,"Jan 1, 2017",
12946,240350,F. Barrientos,21,Chile,CD Palestino,€700K,€1K,Right,"Jul 12, 2017",
12947,216287,J. Putze,23,Germany,VfL Sportfreunde Lotte,€425K,€1K,Right,"Jul 1, 2017",
12948,220895,A. Al Sulayhim,24,Saudi Arabia,Al Shabab,€425K,€5K,Right,"Jun 8, 2012",
12949,229343,Wanderson,29,Brazil,Jeonnam Dragons,€350K,€2K,Left,"Jan 22, 2018",
12950,235999,L. García,20,Colombia,Sevilla FC,€425K,€2K,Right,"Jul 11, 2018",
12951,245215,S. Pino,24,Chile,CD Universidad de Concepción,€525K,€1K,Right,"Jan 1, 2018",
12952,232928,Y. Matsushita,24,Japan,Vissel Kobe,€500K,€2K,Left,"Jul 1, 2015",
12953,189408,L. Rath,26,Austria,SV Mattersburg,€375K,€4K,Left,"Jul 1, 2008",
12954,148705,E. Mjelde,34,Norway,Sandefjord Fotball,€180K,€1K,Left,"Jan 10, 2015",
12955,166113,D. Buchanan,32,Northern Ireland,Northampton Town,€200K,€3K,Left,"May 28, 2015",
12956,238049,P. Pomykal,18,United States,FC Dallas,€750K,€1K,Left,"Sep 8, 2016",
12957,186849,J. O'Brien,30,Scotland,Bradford City,€350K,€3K,Right,"Sep 13, 2018",
12958,227554,Y. Tanaka,32,Japan,Cerezo Osaka,€200K,€2K,Right,"Jul 9, 2015",
12959,190690,B. Babiarz,29,Poland,Zagłębie Sosnowiec,€290K,€1K,Right,"Jan 22, 2018",
12960,192738,M. Sans,30,France,Chamois Niortais Football Club,€270K,€1K,Right,"Jul 22, 2014",
12961,200931,Fran Cruz,27,Spain,Miedź Legnica,€300K,€1K,Right,"Jul 21, 2018",
12962,204515,S. Sama,25,Germany,Heracles Almelo,€425K,€2K,Right,"Jul 26, 2018",
12963,238563,D. Wiebe,24,Germany,SC Preußen Münster,€400K,€1K,Right,"Jul 1, 2015",
12964,245219,Juan Hernández,23,Spain,Cádiz CF,€500K,€4K,Left,,
12965,172516,M. Spelmann,31,Denmark,Aarhus GF,€325K,€3K,Right,"Jul 1, 2016",
12966,242660,J. Beyer,18,Germany,Borussia Mönchengladbach,€675K,€2K,Right,"Feb 18, 2018",
12967,198373,S. Robinson,26,Scotland,Livingston FC,€425K,€2K,Right,"Jul 1, 2017",
12968,228325,O. Berg,24,Norway,GIF Sundsvall,€475K,€1K,Right,"Aug 11, 2018",
12969,233445,J. Arctander Moe,22,Norway,Stabæk Fotball,€475K,€1K,Left,"Jan 1, 2016",
12970,239077,T. Hagn,23,Germany,SpVgg Unterhaching,€500K,€1K,Left,"Jan 31, 2014",
12971,242661,H. Camara,20,Saudi Arabia,Al Qadisiyah,€825K,€3K,Right,"Feb 12, 2018",
12972,245989,Alberto Espeso,20,Spain,Real Sporting de Gijón,€575K,€1K,Left,"Sep 2, 2018",
12973,231910,Kim Gun Hee,23,Korea Republic,Sangju Sangmu FC,€525K,€2K,Right,,
12974,239078,S. Schimmer,24,Germany,SpVgg Unterhaching,€500K,€1K,Right,"Jul 1, 2017",
12975,239334,Paulo Vitor,19,Brazil,Albacete BP,€800K,€1K,Right,"Jan 1, 2017",
12976,243430,David Alba,19,Spain,Getafe CF,€550K,€2K,Right,"Jul 1, 2017",
12977,218343,R. Hedges,22,Wales,Barnsley,€575K,€2K,Left,"Jan 31, 2017",
12978,226791,T. Moore,21,England,Southend United,€500K,€5K,Right,,
12979,236775,W. Viitala,26,Finland,Malmö FF,€350K,€1K,Right,"Aug 11, 2018",
12980,238055,A. Al Najjar,21,Saudi Arabia,Al Ittihad,€650K,€5K,Right,"Jun 30, 2014",
12981,241127,Gonzalo Pereira,21,Spain,CF Reus Deportiu,€475K,€1K,Right,"Jul 1, 2017",
12982,229353,M. Ristl,21,Germany,VfR Aalen,€450K,€1K,Right,"Jul 9, 2018",
12983,233705,J. Lungi Sørensen,20,Denmark,Esbjerg fB,€625K,€2K,Right,"Jan 1, 2016",
12984,234473,D. Tshiembe,26,Denmark,Hamilton Academical FC,€375K,€2K,Right,"Aug 7, 2018",
12985,240361,I. De Santis,21,Italy,Ascoli,€575K,€1K,Right,"Aug 2, 2017",
12986,187113,L. Krogh Gerson,28,Luxembourg,IFK Norrköping,€300K,€2K,Right,"Jan 1, 2018",
12987,190441,V. Bindia,28,Senegal,Sandefjord Fotball,€290K,€1K,Right,"Aug 1, 2008",
12988,229354,A. Ferati,20,Germany,Hamburger SV,€625K,€2K,Left,"Jul 1, 2016",
12989,231402,M. Penney,20,England,Sheffield Wednesday,€725K,€4K,Left,"Oct 21, 2015",
12990,239338,A. Ibrahimaj,26,Germany,KFC Uerdingen 05,€400K,€2K,Right,"Jul 1, 2018",
12991,244202,R. Lamie,25,Scotland,Livingston FC,€400K,€1K,Left,"Jun 10, 2018",
12992,183530,J. Smith,31,England,Crawley Town,€325K,€2K,Right,"Jul 1, 2014",
12993,230635,D. Soto,19,Chile,CD Universidad de Concepción,€700K,€1K,Left,"Jan 1, 2015",
12994,209644,T. Vincensini,24,France,Valenciennes FC,€375K,€1K,Right,"Jul 1, 2018",
12995,210924,A. Al Barakah,27,Saudi Arabia,Al Fayha,€300K,€4K,Right,"Jul 2, 2017",
12996,239852,D. Barreto,25,Paraguay,Alianza Petrolera,€475K,€1K,Right,"Jul 11, 2017",
12997,243948,A. Andrianarimanana,27,Madagascar,Kaizer Chiefs,€425K,€1K,Right,"Jun 22, 2018",
12998,244972,Ricardo Schutte,20,Portugal,Rio Ave FC,€575K,€2K,Right,"Jul 1, 2018",
12999,239597,D. Jubitana,19,Belgium,Waasland-Beveren,€650K,€1K,Left,"Jul 1, 2018",
13000,244205,M. Salas,20,Argentina,CD O'Higgins,€600K,€1K,Left,"Jul 1, 2018",
13001,221167,C. Dummigan,22,Northern Ireland,Oldham Athletic,€475K,€3K,Right,"Sep 1, 2016",
13002,226543,R. Córdoba,28,Colombia,Jaguares de Córdoba,€325K,€1K,Right,"Jul 1, 2016",
13003,228847,C. Lindquist,22,Norway,Strømsgodset IF,€450K,€1K,Right,"May 1, 2015",
13004,231407,S. Donnellan,21,Republic of Ireland,Yeovil Town,€475K,€1K,Right,"Jan 27, 2018",
13005,232175,D. Kozica,25,Sweden,Djurgårdens IF,€475K,€1K,Right,"Jan 1, 2018",
13006,237551,T. Ephestion,23,France,US Orléans Loiret Football,€500K,€1K,Left,"Aug 31, 2018",
13007,204528,W. Jordán,27,Colombia,Itagüí Leones FC,€400K,€1K,Right,"Jul 22, 2018",
13008,220912,F. Jagiełło,20,Poland,Zagłębie Lubin,€550K,€1K,Right,"Jul 1, 2013",
13009,191728,H. Storbæk,32,Norway,Sandefjord Fotball,€280K,€1K,Right,"Jan 1, 2016",
13010,204785,M. Mandron,23,France,Colchester United,€525K,€3K,Left,"Jul 21, 2017",
13011,213745,Robert Costa,24,Spain,RC Celta,€500K,€3K,Right,"Jul 1, 2016",
13012,225009,Borja Fernández,22,Spain,Miedź Legnica,€550K,€1K,Right,"Aug 9, 2018",
13013,227825,Jang Dae Hee,24,Korea Republic,Jeonnam Dragons,€400K,€1K,Right,"Jan 20, 2018",
13014,237041,M. Barreiro,33,Argentina,Atlético Huila,€230K,€1K,Right,"Aug 15, 2018",
13015,238577,Kang Ji Hoon,21,Korea Republic,Gangwon FC,€525K,€1K,Right,"Mar 5, 2018",
13016,225266,M. Rasmussen,20,Norway,FC Nordsjælland,€525K,€3K,Left,"Jul 19, 2016",
13017,226546,F. Barboza,21,Argentina,Argentinos Juniors,€650K,€2K,Right,"Jul 1, 2014",
13018,169714,Fábio Ferreira,29,Portugal,Perth Glory,€350K,€2K,Right,"Jul 10, 2018",
13019,238578,Lee Jin Hyun,20,Korea Republic,Pohang Steelers,€600K,€1K,Left,"Aug 10, 2017",
13020,243698,L. Meisl,19,Austria,SKN St. Pölten,€575K,€3K,Right,,
13021,193522,F. Lepore,32,Italy,Lecce,€200K,€1K,Right,"Jul 19, 2014",
13022,245235,A. Bah,20,Denmark,SønderjyskE,€650K,€2K,Right,"Aug 7, 2018",
13023,216052,F. Coniglio,26,Argentina,Club Atlético Lanús,€450K,€4K,Right,,
13024,243700,J. Hjorth,23,Denmark,Vendsyssel FF,€500K,€2K,Right,"Jul 1, 2016",
13025,244724,E. Frederiksen,17,Denmark,SC Heerenveen,€725K,€1K,Left,"Jul 1, 2018",
13026,193524,G. Ingrosso,29,Italy,Ascoli,€325K,€1K,Right,"Aug 18, 2018",
13027,219637,Ander Cantero,23,Spain,CF Rayo Majadahonda,€375K,€3K,Left,,
13028,176373,Bae Ki Jong,35,Korea Republic,Gyeongnam FC,€160K,€1K,Right,"Jan 4, 2016",
13029,244213,Jorge Félix,26,Spain,Piast Gliwice,€400K,€2K,Right,"Jun 7, 2018",
13030,232950,H. Akino,23,Japan,Shonan Bellmare,€450K,€2K,Left,,
13031,242166,A. Layouni,25,Sweden,FK Bodø/Glimt,€450K,€1K,Left,"Jul 21, 2017",
13032,242678,J. Salazar,21,Colombia,Millonarios FC,€800K,€1K,Right,"Feb 4, 2018",
13033,220663,M. Kallesøe,21,Denmark,Randers FC,€600K,€2K,Right,"Oct 1, 2013",
13034,231672,L. Sierra,30,Colombia,Once Caldas,€270K,€1K,Right,"Feb 1, 2018",
13035,239352,R. Guder,23,Germany,SV Wehen Wiesbaden,€525K,€2K,Right,"Jul 1, 2018",
13036,54008,S. Bywater,37,England,Burton Albion,€20K,€1K,Right,"Jan 13, 2016",
13037,245241,A. Bangoura,22,Guinea,Al Fateh,€550K,€5K,Right,"Aug 1, 2018",
13038,245497,Chema,20,Spain,UD Almería,€650K,€1K,Right,"Aug 13, 2018",
13039,237050,O. Kudryk,21,Ukraine,Shakhtar Donetsk,€450K,€1K,Right,"Jul 16, 2015",
13040,245242,D. Todorovic,21,Bosnia Herzegovina,FC Red Bull Salzburg,€550K,€4K,Right,"Jul 10, 2018",
13041,245754,D. Denić,22,Serbia,Rosenborg BK,€575K,€1K,Right,"Aug 13, 2018",
13042,197883,P. Cowan-Hall,27,England,Wycombe Wanderers,€375K,€2K,Right,"Feb 1, 2017",
13043,211707,P. McGinn,27,Scotland,St. Mirren,€300K,€2K,Right,"May 25, 2018",
13044,224763,K. Bielik,20,Poland,Charlton Athletic,€725K,€10K,Right,,
13045,227579,D. Hümmet,21,Turkey,Trelleborgs FF,€525K,€1K,Right,"Jan 26, 2018",
13046,242427,A. Mora,20,Mexico,Deportivo Toluca,€475K,€3K,Left,"Jan 1, 2018",
13047,243963,K. Magennis,19,Scotland,St. Mirren,€775K,€1K,Right,"Oct 1, 2016",
13048,207868,J. Mountney,25,Republic of Ireland,Dundalk,€475K,€1K,Right,"Jan 1, 2012",
13049,224252,P. Pflücke,21,Germany,KFC Uerdingen 05,€625K,€1K,Left,"Aug 9, 2018",
13050,232444,N. Falasco,24,Italy,Perugia,€375K,€1K,Left,"Aug 9, 2018",
13051,233212,A. Skovgaard,21,Denmark,FC Nordsjælland,€525K,€2K,Left,"Jan 1, 2016",
13052,191996,F. Al Yamani,28,Saudi Arabia,Al Faisaly,€300K,€5K,Right,"Aug 25, 2017",
13053,199421,C. Maboulou,28,Congo,AS Nancy Lorraine,€375K,€2K,Right,"Aug 9, 2018",
13054,205053,R. McCabe,25,Scotland,Sligo Rovers,€450K,€1K,Right,"Jun 7, 2017",
13055,142333,M. McNulty,37,Republic of Ireland,Cork City,€20K,€1K,Right,"Jan 1, 2003",
13056,158973,L. Corti,37,Argentina,San Martín de San Juan,€20K,€2K,Right,"Jul 1, 2009",
13057,183549,E. Parish,28,England,Dundee FC,€300K,€1K,Right,"Jul 23, 2017",
13058,231678,R. Tongyik,21,Australia,Western Sydney Wanderers,€475K,€1K,Right,"Jun 1, 2018",
13059,235518,Bolaños,23,Spain,CD Tenerife,€550K,€2K,Right,"Jul 1, 2015",
13060,240126,W. Meyiwa,18,South Africa,Kaizer Chiefs,€750K,€1K,Right,"Mar 15, 2017",
13061,228607,D. Reimann,21,Germany,Holstein Kiel,€450K,€1K,Right,"Jul 1, 2018",
13062,228863,T. Heintz,19,Norway,Sarpsborg 08 FF,€625K,€1K,Right,"Jan 1, 2015",
13063,230143,K. Dermaku,26,Albania,Cosenza,€375K,€1K,Left,"Aug 31, 2017",
13064,243967,A. Mendes Moreira,23,Netherlands,FC Groningen,€500K,€2K,Left,"Jun 1, 2018",
13065,232448,K. Seki,32,Japan,Vegalta Sendai,€170K,€1K,Right,"Jan 1, 2008",
13066,233728,M. Doucouré,20,France,Borussia Mönchengladbach,€600K,€3K,Left,"Jul 1, 2016",
13067,244736,S. Beusnard,26,France,AS Béziers,€350K,€1K,Right,"Jul 2, 2016",
13068,201217,J. Kamber,26,Switzerland,Neuchâtel Xamax,€300K,€2K,Left,"Jul 1, 2017",
13069,222209,G. Mutombo,22,France,US Orléans Loiret Football,€375K,€1K,Right,"Jul 1, 2018",
13070,234241,B. Lubala,20,DR Congo,Birmingham City,€675K,€4K,Right,"Apr 14, 2016",
13071,184065,S. Zizzo,31,United States,Atlanta United,€200K,€1K,Right,"Feb 7, 2018",
13072,203778,A. Horwath,31,United States,Real Salt Lake,€180K,€1K,Right,"Feb 12, 2018",
13073,212994,R. Healey,23,England,Milton Keynes Dons,€425K,€7K,Right,,
13074,228610,O. Muzayil,25,Saudi Arabia,Al Ittihad,€300K,€5K,Right,"Aug 8, 2016",
13075,169474,A. Taylor,32,England,Oldham Athletic,€170K,€3K,Left,"Jul 19, 2018",
13076,235780,A. Sosa,18,Argentina,Club Atlético Banfield,€475K,€1K,Right,"Jul 1, 2016",
13077,239620,J. Cruz,19,Mexico,Tigres U.A.N.L.,€450K,€3K,Right,"Jul 1, 2017",
13078,243972,Jordi Sánchez,23,Spain,CD Numancia,€425K,€2K,Right,"Jul 2, 2018",
13079,182788,Wan Houliang,32,China PR,Beijing Renhe FC,€170K,€2K,Right,"Jan 21, 2017",
13080,220677,J. Morrell,21,Wales,Bristol City,€475K,€5K,Right,"Jan 3, 2014",
13081,237317,R. Macek,21,Czech Republic,FC Lugano,€525K,€10K,Right,,
13082,240901,Idrisa Sambú,20,Portugal,Royal Excel Mouscron,€525K,€2K,Right,"Feb 21, 2017",
13083,223750,D. Steininger,23,Germany,SpVgg Greuther Fürth,€450K,€2K,Right,"Feb 19, 2014",
13084,229638,M. Kuleli,20,Turkey,Çaykur Rizespor,€400K,€1K,Right,"Feb 18, 2015",
13085,236038,K. Duncan,20,United States,New York Red Bulls,€475K,€1K,Right,"Mar 9, 2018",
13086,244486,M. Eskihellaç,21,Turkey,Yeni Malatyaspor,€450K,€2K,Right,"Jan 18, 2018",
13087,244998,Bruno Michel,19,Brazil,Ohod Club,€525K,€2K,Left,"Jun 11, 2018",
13088,213767,L. Nolan,23,Northern Ireland,Accrington Stanley,€400K,€1K,Right,"May 15, 2017",
13089,232455,H. Futami,26,Japan,Shimizu S-Pulse,€260K,€1K,Left,"Jul 21, 2016",
13090,242183,D. Otto,19,Germany,TSG 1899 Hoffenheim,€650K,€3K,Right,"Jan 17, 2018",
13091,212488,Quique Cebriá,23,Spain,SD Eibar,€350K,€2K,Right,"Jul 11, 2016",
13092,222472,D. Granli,24,Norway,Stabæk Fotball,€375K,€1K,Right,"May 19, 2013",
13093,245256,J. Vargas,23,Costa Rica,Deportes Tolima,€375K,€1K,Right,"Aug 2, 2018",
13094,230409,Túlio Nevinha,30,Brazil,Ceará Sporting Club,€230K,€3K,Right,"Jan 1, 2018",
13095,232713,D. Sappa,23,Argentina,Estudiantes de La Plata,€350K,€2K,Right,"Jan 1, 2016",
13096,242953,N. Boxall,26,New Zealand,,€0,€0,Right,,
13097,246281,Emilio Bernad,18,Spain,Valencia CF,€500K,€1K,Right,"Jul 1, 2018",
13098,220682,Murilo Mendes,23,Brazil,Livorno,€425K,€1K,Right,"Jul 1, 2016",
13099,227594,J. Obrian,23,Colombia,Deportes Tolima,€425K,€1K,Right,"Sep 24, 2018",
13100,235018,M. Nicolas,20,Germany,Borussia Mönchengladbach,€550K,€2K,Right,"Jul 1, 2016",
13101,236554,J. Möbius,21,Germany,Karlsruher SC,€525K,€1K,Right,"Jul 1, 2018",
13102,226571,Thallyson,26,Brazil,Sint-Truidense VV,€290K,€2K,Left,"Jul 1, 2018",
13103,244491,C. Kobald,20,Austria,Karlsruher SC,€400K,€1K,Right,"Jul 10, 2018",
13104,212492,J. Gray,22,England,Yeovil Town,€400K,€2K,Right,"Jun 26, 2017",
13105,153100,S. Nelson,36,England,Yeovil Town,€40K,€1K,Right,"Feb 20, 2018",
13106,163852,D. Sołdecki,31,Poland,Arka Gdynia,€200K,€1K,Right,"Jun 10, 2016",
13107,236556,M. Hongla,20,Cameroon,Granada CF,€400K,€1K,Right,"Jul 11, 2016",
13108,237324,V. Dragomir,19,Romania,Perugia,€650K,€1K,Left,"Aug 8, 2018",
13109,237580,D. Schmidt,26,Japan,Vegalta Sendai,€260K,€1K,Right,"Jan 1, 2014",
13110,246285,Ayala,21,Spain,CF Reus Deportiu,€400K,€1K,Right,"Jan 10, 2018",
13111,204814,N. Erlbeck,25,Germany,FC Carl Zeiss Jena,€375K,€1K,Left,"Aug 26, 2015",
13112,209935,D. Gallagher,27,Scotland,Livingston FC,€300K,€1K,Right,"Jul 11, 2018",
13113,229135,M. Hauptmeijer,21,Netherlands,PEC Zwolle,€375K,€1K,Right,"Jul 1, 2016",
13114,236047,A. Granlund,28,Finland,Örebro SK,€240K,€1K,Right,"Jan 1, 2018",
13115,238351,Kim Dong Min,23,Korea Republic,Incheon United FC,€350K,€1K,Right,"Jan 1, 2017",
13116,241935,F. Kusić,22,Serbia,FC Erzgebirge Aue,€425K,€1K,Right,"Jul 10, 2018",
13117,230928,A. Sorge,25,Germany,FSV Zwickau,€350K,€1K,Right,"Aug 1, 2016",
13118,235536,F. Venegas,19,Mexico,CD Everton de Viña del Mar,€500K,€1K,Left,"Jul 1, 2018",
13119,232977,R. Shinzato,27,Japan,Júbilo Iwata,€290K,€1K,Right,"Dec 30, 2017",
13120,241169,Borja Estepa,19,Spain,Córdoba CF,€575K,€1K,Right,"Jul 1, 2017",
13121,190481,M. Solheim,30,Norway,Hammarby IF,€220K,€1K,Right,"Mar 31, 2015",
13122,215570,G. Rea,23,Republic of Ireland,Luton Town,€375K,€2K,Right,"Jul 1, 2016",
13123,224018,Rubén Mesa,26,Spain,Villarreal CF,€375K,€5K,Right,"Jan 31, 2018",
13124,231442,M. Browne,20,England,Oxford United,€675K,€8K,Right,,
13125,232722,S. Morishita,32,Japan,Júbilo Iwata,€170K,€1K,Right,"Aug 1, 2014",
13126,239890,O. Kabak,18,Turkey,Galatasaray SK,€575K,€3K,Right,"Jul 4, 2017",
13127,244754,A. Pikk,25,Estonia,Miedź Legnica,€325K,€1K,Left,"Jul 11, 2018",
13128,218387,N. Espinoza,22,Chile,San Luis de Quillota,€350K,€1K,Right,,
13129,226835,A. Ahmed,29,Sweden,Dalkurd FF,€290K,€1K,Right,"Jan 13, 2017",
13130,238611,H. Bilal,20,Turkey,Kasimpaşa SK,€550K,€2K,Left,"Nov 27, 2015",
13131,234516,J. Soto,26,Chile,Club Deportes Temuco,€300K,€1K,Right,"Jul 1, 2014",
13132,240660,M. Léris,20,France,Chievo Verona,€675K,€2K,Right,"Jul 1, 2017",
13133,222997,M. Maier,22,Austria,FC Admira Wacker Mödling,€425K,€2K,Right,"Jul 1, 2014",
13134,242965,F. Hornby,18,Scotland,Everton,€625K,€7K,Right,"Jul 4, 2018",
13135,213014,F. Adu Kwame,33,Ghana,Miedź Legnica,€120K,€1K,Left,"Jul 1, 2017",
13136,152598,M. Hamoud,33,Norway,Strømsgodset IF,€120K,€1K,Right,"Jan 1, 2012",
13137,219414,I. Alba,23,Colombia,Once Caldas,€325K,€1K,Left,"Jan 1, 2018",
13138,244246,A. López,19,Netherlands,KSV Cercle Brugge,€575K,€5K,Right,,
13139,245526,A. Akinyemi,19,Nigeria,IK Start,€650K,€1K,Right,"Aug 15, 2018",
13140,245271,M. Gutiérrez,26,Uruguay,CD O'Higgins,€350K,€1K,Right,"Aug 8, 2018",
13141,218392,G. Diaz,24,Chile,Club Deportes Temuco,€325K,€1K,Left,"Jan 1, 2018",
13142,236824,R. ten Hove,20,Netherlands,Feyenoord,€475K,€1K,Right,"Jun 13, 2017",
13143,238616,Pedro Neto,18,Portugal,Lazio,€625K,€1K,Left,,
13144,186136,C. Fagan,29,Republic of Ireland,St. Patrick's Athletic,€300K,€1K,Right,"Jan 4, 2012",
13145,203289,M. Clayton,23,England,Blackpool,€425K,€2K,Right,"Jul 1, 2017",
13146,225561,M. Litka,22,Germany,KFC Uerdingen 05,€500K,€3K,Left,,
13147,228889,J. McGing,24,Australia,Central Coast Mariners,€325K,€1K,Right,"Jun 1, 2015",
13148,231705,J. Jiménez,24,Colombia,Atlético Bucaramanga,€375K,€1K,Right,"Jan 1, 2015",
13149,238105,Li Peng,27,China PR,Shanghai Greenland Shenhua FC,€300K,€3K,Right,"Jan 1, 2017",
13150,240665,Carlos Gracia,25,Spain,GIF Sundsvall,€350K,€1K,Right,"Mar 1, 2017",
13151,240921,R. Hernández,20,Venezuela,Stabæk Fotball,€600K,€1K,Right,"Aug 22, 2017",
13152,211739,E. Yeşilyurt,24,Germany,Sivasspor,€375K,€2K,Right,"Jul 4, 2018",
13153,236315,A. Jones,20,England,St. Mirren,€475K,€5K,Right,,
13154,208156,G. Piscitella,25,Italy,Carpi,€350K,€1K,Right,"Jul 4, 2018",
13155,243996,Samuel Manchón,21,Spain,Extremadura UD,€550K,€1K,Right,"Jul 1, 2016",
13156,245532,H. Silveira,25,Uruguay,Club Atlético Tigre,€400K,€3K,Right,"Jul 1, 2016",
13157,246044,Andrés Martín,18,Spain,Córdoba CF,€625K,€1K,Right,"Jul 1, 2018",
13158,190492,J. Labadie,27,England,Newport County,€300K,€2K,Right,"Oct 23, 2018",
13159,172573,P. Kristensen,31,Denmark,Aalborg BK,€200K,€2K,Right,"Jun 30, 2007",
13160,228382,D. Agyei,21,England,Burnley,€475K,€7K,Left,"Aug 4, 2015",
13161,239134,N. Fofana,28,France,La Berrichonne de Châteauroux,€240K,€1K,Right,"Jul 1, 2015",
13162,191006,A. Golec,28,Australia,Central Coast Mariners,€250K,€1K,Left,"Jun 1, 2017",
13163,231711,C. Pérez,23,Colombia,Alianza Petrolera,€450K,€1K,Right,"Dec 10, 2017",
13164,223264,S. Hendrie,23,Scotland,Southend United,€325K,€2K,Left,"Jul 10, 2017",
13165,224032,J. Porsan-Clémenté,20,France,Montpellier HSC,€450K,€4K,Right,"Jul 1, 2017",
13166,229664,F. Valenčič,26,Slovenia,Stabæk Fotball,€375K,€1K,Left,"Aug 10, 2018",
13167,198689,K. Marsh-Brown,25,England,Newport County,€350K,€2K,Right,"Jul 1, 2018",
13168,213281,P. Retre,25,Australia,Sydney FC,€300K,€2K,Right,"Jun 22, 2017",
13169,186147,G. Woods,28,England,Hamilton Academical FC,€240K,€1K,Right,"Jul 27, 2016",
13170,220964,M. Konradsen,22,Norway,FK Bodø/Glimt,€450K,€1K,Right,"Aug 15, 2018",
13171,226084,R. Hardie,21,Scotland,Livingston FC,€550K,€7K,Right,,
13172,229156,S. Gronsveld,22,Netherlands,FC Emmen,€375K,€1K,Right,"Jul 1, 2016",
13173,172068,L. Dodds,31,England,Port Vale,€270K,€3K,Right,"Jan 31, 2018",
13174,242980,M. Shabani,19,Germany,FC Bayern München,€575K,€5K,Right,"Apr 28, 2018",
13175,200485,J. McGlashan,30,England,Swindon Town,€290K,€3K,Right,"Jul 4, 2018",
13176,160293,T. Soares,31,England,AFC Wimbledon,€260K,€2K,Right,"Jan 31, 2017",
13177,164645,S. Dawson,32,Republic of Ireland,Bury,€230K,€3K,Right,"Jul 1, 2017",
13178,232741,T. Matsuura,29,Japan,Júbilo Iwata,€300K,€1K,Right,"Jan 1, 2011",
13179,239909,D. Pelivan,22,Germany,SG Sonnenhof Großaspach,€400K,€1K,Right,"Jul 13, 2017",
13180,200742,B. Heneghan,24,England,Blackpool,€350K,€2K,Right,,
13181,209702,M. Agger,25,Denmark,Sarpsborg 08 FF,€375K,€1K,Right,"Jan 12, 2018",
13182,212006,B. Waters,23,England,Northampton Town,€375K,€3K,Right,"Jul 1, 2017",
13183,228646,N. Delgadillo,20,Argentina,Vélez Sarsfield,€675K,€2K,Left,"May 1, 2015",
13184,235558,T. Campanini,19,France,GFC Ajaccio,€375K,€1K,Right,"Jul 1, 2016",
13185,236582,M. Raynov,26,Bulgaria,,€0,€0,Right,,
13186,237350,K. Larson,26,Sweden,IK Sirius,€290K,€1K,Right,"Mar 29, 2012",
13187,239910,A. Boupendza,21,Gabon,GFC Ajaccio,€500K,€5K,Right,,
13188,241958,J. Hernández,21,Venezuela,Atlanta United,€400K,€1K,Left,"Jan 1, 2018",
13189,220711,R. Mahazi,26,Australia,Western Sydney Wanderers,€325K,€2K,Right,"Oct 4, 2018",
13190,223271,S. Kurt,21,Germany,Hertha BSC,€425K,€3K,Left,"Jan 7, 2016",
13191,224039,I. Al Maghrabi,26,Saudi Arabia,Al Taawoun,€375K,€4K,Right,"Jul 13, 2017",
13192,177959,G. Perrulli,33,Italy,US Cremonese,€180K,€1K,Right,"Jul 15, 2016",
13193,243751,K. Memija,22,Bosnia Herzegovina,Vejle Boldklub,€375K,€2K,Right,"Jan 31, 2017",
13194,184615,S. McGinn,29,Scotland,St. Mirren,€290K,€2K,Right,"Jan 26, 2017",
13195,197416,Kim Keun Hoan,31,Korea Republic,Gyeongnam FC,€200K,€1K,Right,"Jul 1, 2017",
13196,171816,M. Raynes,30,England,Crewe Alexandra,€230K,€3K,Right,"Jul 1, 2017",
13197,241704,C. Rocchia,20,France,Olympique de Marseille,€600K,€4K,Left,"Nov 22, 2017",
13198,186152,J. Dunne,28,England,Swindon Town,€300K,€3K,Right,"Jul 1, 2017",
13199,191528,Hou Sen,29,China PR,Beijing Sinobo Guoan FC,€250K,€3K,Right,"Feb 1, 2007",
13200,224553,Min Junlin,24,China PR,Guizhou Hengfeng FC,€375K,€2K,Right,"Feb 26, 2018",
13201,235049,I. Escobar,22,Argentina,Club Atlético Talleres,€350K,€2K,Left,"Jul 8, 2016",
13202,245289,Pepê,20,Brazil,Portimonense SC,€575K,€1K,Right,"Jan 1, 2018",
13203,235051,D. Johnson,19,England,Leicester City,€600K,€4K,Right,"Jul 1, 2016",
13204,197164,L. Gil,24,United States,Houston Dynamo,€400K,€2K,Right,,
13205,229676,B. Haunstrup,21,England,Portsmouth,€450K,€1K,Left,"Jun 25, 2015",
13206,233772,Lee Dong Su,24,Korea Republic,Jeju United FC,€425K,€1K,Right,"Jan 6, 2017",
